,Unnamed: 0,dataset_name,input_size,output_size
117,117,5_D.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays7,2,2
118,118,5_D.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays1,2,2
119,119,5_D.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays7,2,2
120,120,5_D.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays1,2,2
121,121,5_D.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays7,2,2
122,122,5_D.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays1,2,2
123,123,5_D.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays7,2,2
124,124,5_D.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays1,6,6
125,125,5_D.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays7,6,6
126,126,5_D.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays1,6,6
127,127,5_D.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays7,6,6
128,128,5_D.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays1,6,6
129,129,5_D.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays7,6,6
130,130,5_D.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays1,6,6
131,131,5_D.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays7,6,6
132,132,5_D.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays1,2,2
133,133,5_D.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays7,2,2
134,134,5_D.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays1,2,2
135,135,5_D.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays7,2,2
136,136,5_D.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays1,6,6
137,137,5_D.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays7,6,6
138,138,5_D.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays1,6,6
139,139,5_D.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays7,6,6
140,140,5_D.v1.l1.ds1.l_combo12.ds_combo3.idays30.odays1,6,6
141,141,5_D.v1.l1.ds1.l_combo12.ds_combo3.idays30.odays7,6,6
142,142,5_D.v1.l1.ds1.l_combo12.ds_combo3.idays60.odays1,6,6
143,143,5_D.v1.l1.ds1.l_combo12.ds_combo3.idays60.odays7,6,6
144,144,5_D.v1.l1.ds1.l_combo12.ds_combo4.idays30.odays1,2,2
145,145,5_D.v1.l1.ds1.l_combo12.ds_combo4.idays30.odays7,2,2
146,146,5_D.v1.l1.ds1.l_combo12.ds_combo4.idays60.odays1,2,2
147,147,5_D.v1.l1.ds1.l_combo12.ds_combo4.idays60.odays7,2,2
148,148,5_D.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays1,6,6
149,149,5_D.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays7,6,6
150,150,5_D.v1.l1.ds1.l_combo13.ds_combo1.idays60.odays1,6,6
151,151,5_D.v1.l1.ds1.l_combo13.ds_combo1.idays60.odays7,6,6
152,152,5_D.v1.l1.ds1.l_combo13.ds_combo3.idays30.odays1,6,6
153,153,5_D.v1.l1.ds1.l_combo13.ds_combo3.idays30.odays7,6,6
154,154,5_D.v1.l1.ds1.l_combo13.ds_combo3.idays60.odays1,6,6
155,155,5_D.v1.l1.ds1.l_combo13.ds_combo3.idays60.odays7,6,6
156,156,5_D.v1.l1.ds1.l_combo13.ds_combo4.idays30.odays1,2,2
157,157,5_D.v1.l1.ds1.l_combo13.ds_combo4.idays30.odays7,2,2
158,158,5_D.v1.l1.ds1.l_combo13.ds_combo4.idays60.odays1,2,2
159,159,5_D.v1.l1.ds1.l_combo13.ds_combo4.idays60.odays7,2,2
160,160,5_D.v1.l1.ds1.l_combo14.ds_combo1.idays30.odays1,6,6
161,161,5_D.v1.l1.ds1.l_combo14.ds_combo1.idays30.odays7,6,6
162,162,5_D.v1.l1.ds1.l_combo14.ds_combo1.idays60.odays1,6,6
163,163,5_D.v1.l1.ds1.l_combo14.ds_combo1.idays60.odays7,6,6
164,164,5_D.v1.l1.ds1.l_combo14.ds_combo3.idays30.odays1,6,6
165,165,5_D.v1.l1.ds1.l_combo14.ds_combo3.idays30.odays7,6,6
166,166,5_D.v1.l1.ds1.l_combo14.ds_combo3.idays60.odays1,6,6
167,167,5_D.v1.l1.ds1.l_combo14.ds_combo3.idays60.odays7,6,6
168,168,5_D.v1.l1.ds1.l_combo14.ds_combo4.idays30.odays1,2,2
169,169,5_D.v1.l1.ds1.l_combo14.ds_combo4.idays30.odays7,2,2
170,170,5_D.v1.l1.ds1.l_combo14.ds_combo4.idays60.odays1,2,2
171,171,5_D.v1.l1.ds1.l_combo14.ds_combo4.idays60.odays7,2,2
0,0,5_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,63,90
1,1,5_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays7,63,90
2,2,5_F.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,63,90
3,3,5_F.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays7,63,90
4,4,5_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,54,76
5,5,5_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,54,76
6,6,5_F.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,54,76
7,7,5_F.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays7,54,76
8,8,5_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,20,28
9,9,5_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,20,28
10,10,5_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,20,28
11,11,5_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,20,28
0,0,5_G.v1.l0.ds0.l_combo0.ds_combo1.idays30.odays1,137,194
1,1,5_G.v1.l0.ds0.l_combo0.ds_combo1.idays30.odays7,137,194
2,2,5_G.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays1,137,194
3,3,5_G.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays7,137,194
0,0,5_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,5,6
1,1,5_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,5,6
2,2,5_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,5,6
3,3,5_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,5,6
4,4,5_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,5,6
5,5,5_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,5,6
6,6,5_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,5,6
7,7,5_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,5,6
8,8,5_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,2
9,9,5_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,2
10,10,5_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,2
11,11,5_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,2
12,12,5_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,5,6
13,13,5_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,5,6
14,14,5_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,5,6
15,15,5_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,5,6
16,16,5_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,5,6
17,17,5_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,5,6
18,18,5_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,5,6
19,19,5_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,5,6
20,20,5_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,2
21,21,5_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,2
22,22,5_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,2
23,23,5_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,2
24,24,5_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,5,6
25,25,5_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,5,6
26,26,5_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,5,6
27,27,5_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,5,6
28,28,5_I.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,5,6
29,29,5_I.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,5,6
30,30,5_I.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,5,6
31,31,5_I.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,5,6
32,32,5_I.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,2
33,33,5_I.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,2
34,34,5_I.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,2
35,35,5_I.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,2
36,36,5_I.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays1,5,6
37,37,5_I.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays7,5,6
38,38,5_I.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays1,5,6
39,39,5_I.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays7,5,6
40,40,5_I.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,5,6
41,41,5_I.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,5,6
42,42,5_I.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,5,6
43,43,5_I.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,5,6
44,44,5_I.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,2
45,45,5_I.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,2
46,46,5_I.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,2
47,47,5_I.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,2
48,48,5_I.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays1,5,6
49,49,5_I.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays7,5,6
50,50,5_I.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays1,5,6
51,51,5_I.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays7,5,6
52,52,5_I.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,5,6
53,53,5_I.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,5,6
54,54,5_I.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,5,6
55,55,5_I.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,5,6
56,56,5_I.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,2
57,57,5_I.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays7,2,2
58,58,5_I.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays1,2,2
59,59,5_I.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays7,2,2
60,60,5_I.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays1,5,6
61,61,5_I.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays7,5,6
62,62,5_I.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays1,5,6
63,63,5_I.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays7,5,6
64,64,5_I.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays1,5,6
65,65,5_I.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays7,5,6
66,66,5_I.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays1,5,6
67,67,5_I.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays7,5,6
68,68,5_I.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays1,2,2
69,69,5_I.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays7,2,2
70,70,5_I.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays1,2,2
71,71,5_I.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays7,2,2
72,72,5_I.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays1,5,6
73,73,5_I.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays7,5,6
74,74,5_I.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays1,5,6
75,75,5_I.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays7,5,6
76,76,5_I.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays1,5,6
77,77,5_I.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays7,5,6
78,78,5_I.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays1,5,6
79,79,5_I.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays7,5,6
80,80,5_I.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays1,5,6
81,81,5_I.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays7,5,6
82,82,5_I.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays1,5,6
83,83,5_I.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays7,5,6
84,84,5_I.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays1,2,2
85,85,5_I.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays7,2,2
86,86,5_I.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays1,2,2
87,87,5_I.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays7,2,2
88,88,5_I.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays1,5,6
89,89,5_I.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays7,5,6
90,90,5_I.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays1,5,6
91,91,5_I.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays7,5,6
92,92,5_I.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays1,5,6
93,93,5_I.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays7,5,6
94,94,5_I.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays1,5,6
95,95,5_I.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays7,5,6
96,96,5_I.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays1,2,2
97,97,5_I.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays7,2,2
98,98,5_I.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays1,2,2
99,99,5_I.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays7,2,2
100,100,5_I.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays1,5,6
101,101,5_I.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays7,5,6
102,102,5_I.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays1,5,6
103,103,5_I.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays7,5,6
104,104,5_I.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays1,2,2
105,105,5_I.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays7,2,2
106,106,5_I.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays1,2,2
107,107,5_I.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays7,2,2
108,108,5_I.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays1,2,2
109,109,5_I.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays7,2,2
110,110,5_I.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays1,2,2
111,111,5_I.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays7,2,2
112,112,5_I.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays1,5,6
113,113,5_I.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays7,5,6
114,114,5_I.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays1,5,6
115,115,5_I.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays7,5,6
116,116,5_I.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays1,2,2
117,117,5_I.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays7,2,2
118,118,5_I.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays1,2,2
119,119,5_I.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays7,2,2
120,120,5_I.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays1,2,2
121,121,5_I.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays7,2,2
122,122,5_I.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays1,2,2
123,123,5_I.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays7,2,2
124,124,5_I.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays1,5,6
125,125,5_I.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays7,5,6
126,126,5_I.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays1,5,6
127,127,5_I.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays7,5,6
128,128,5_I.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays1,5,6
129,129,5_I.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays7,5,6
130,130,5_I.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays1,5,6
131,131,5_I.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays7,5,6
132,132,5_I.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays1,2,2
133,133,5_I.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays7,2,2
134,134,5_I.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays1,2,2
135,135,5_I.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays7,2,2
136,136,5_I.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays1,5,6
137,137,5_I.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays7,5,6
138,138,5_I.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays1,5,6
139,139,5_I.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays7,5,6
140,140,5_I.v1.l1.ds1.l_combo12.ds_combo3.idays30.odays1,5,6
141,141,5_I.v1.l1.ds1.l_combo12.ds_combo3.idays30.odays7,5,6
142,142,5_I.v1.l1.ds1.l_combo12.ds_combo3.idays60.odays1,5,6
143,143,5_I.v1.l1.ds1.l_combo12.ds_combo3.idays60.odays7,5,6
144,144,5_I.v1.l1.ds1.l_combo12.ds_combo4.idays30.odays1,2,2
145,145,5_I.v1.l1.ds1.l_combo12.ds_combo4.idays30.odays7,2,2
146,146,5_I.v1.l1.ds1.l_combo12.ds_combo4.idays60.odays1,2,2
147,147,5_I.v1.l1.ds1.l_combo12.ds_combo4.idays60.odays7,2,2
148,148,5_I.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays1,5,6
149,149,5_I.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays7,5,6
150,150,5_I.v1.l1.ds1.l_combo13.ds_combo1.idays60.odays1,5,6
151,151,5_I.v1.l1.ds1.l_combo13.ds_combo1.idays60.odays7,5,6
152,152,5_I.v1.l1.ds1.l_combo13.ds_combo3.idays30.odays1,5,6
153,153,5_I.v1.l1.ds1.l_combo13.ds_combo3.idays30.odays7,5,6
154,154,5_I.v1.l1.ds1.l_combo13.ds_combo3.idays60.odays1,5,6
155,155,5_I.v1.l1.ds1.l_combo13.ds_combo3.idays60.odays7,5,6
156,156,5_I.v1.l1.ds1.l_combo13.ds_combo4.idays30.odays1,2,2
157,157,5_I.v1.l1.ds1.l_combo13.ds_combo4.idays30.odays7,2,2
158,158,5_I.v1.l1.ds1.l_combo13.ds_combo4.idays60.odays1,2,2
159,159,5_I.v1.l1.ds1.l_combo13.ds_combo4.idays60.odays7,2,2
160,160,5_I.v1.l1.ds1.l_combo14.ds_combo1.idays30.odays1,5,6
161,161,5_I.v1.l1.ds1.l_combo14.ds_combo1.idays30.odays7,5,6
162,162,5_I.v1.l1.ds1.l_combo14.ds_combo1.idays60.odays1,5,6
163,163,5_I.v1.l1.ds1.l_combo14.ds_combo1.idays60.odays7,5,6
164,164,5_I.v1.l1.ds1.l_combo14.ds_combo3.idays30.odays1,5,6
165,165,5_I.v1.l1.ds1.l_combo14.ds_combo3.idays30.odays7,5,6
166,166,5_I.v1.l1.ds1.l_combo14.ds_combo3.idays60.odays1,5,6
167,167,5_I.v1.l1.ds1.l_combo14.ds_combo3.idays60.odays7,5,6
168,168,5_I.v1.l1.ds1.l_combo14.ds_combo4.idays30.odays1,2,2
169,169,5_I.v1.l1.ds1.l_combo14.ds_combo4.idays30.odays7,2,2
170,170,5_I.v1.l1.ds1.l_combo14.ds_combo4.idays60.odays1,2,2
171,171,5_I.v1.l1.ds1.l_combo14.ds_combo4.idays60.odays7,2,2
0,0,5_J.v1.l1.ds0.l_combo0.ds_combo1.idays30.odays1,12,14
1,1,5_J.v1.l1.ds0.l_combo0.ds_combo1.idays30.odays7,12,14
2,2,5_J.v1.l1.ds0.l_combo0.ds_combo1.idays60.odays1,12,14
3,3,5_J.v1.l1.ds0.l_combo0.ds_combo1.idays60.odays7,12,14
4,4,5_J.v1.l1.ds0.l_combo1.ds_combo1.idays30.odays1,12,14
5,5,5_J.v1.l1.ds0.l_combo1.ds_combo1.idays30.odays7,12,14
6,6,5_J.v1.l1.ds0.l_combo1.ds_combo1.idays60.odays1,12,14
7,7,5_J.v1.l1.ds0.l_combo1.ds_combo1.idays60.odays7,12,14
8,8,5_J.v1.l1.ds0.l_combo2.ds_combo1.idays30.odays1,12,14
9,9,5_J.v1.l1.ds0.l_combo2.ds_combo1.idays30.odays7,12,14
10,10,5_J.v1.l1.ds0.l_combo2.ds_combo1.idays60.odays1,12,14
11,11,5_J.v1.l1.ds0.l_combo2.ds_combo1.idays60.odays7,12,14
12,12,5_J.v1.l1.ds0.l_combo3.ds_combo1.idays30.odays1,12,14
13,13,5_J.v1.l1.ds0.l_combo3.ds_combo1.idays30.odays7,12,14
14,14,5_J.v1.l1.ds0.l_combo3.ds_combo1.idays60.odays1,12,14
15,15,5_J.v1.l1.ds0.l_combo3.ds_combo1.idays60.odays7,12,14
16,16,5_J.v1.l1.ds0.l_combo4.ds_combo1.idays30.odays1,12,14
17,17,5_J.v1.l1.ds0.l_combo4.ds_combo1.idays30.odays7,12,14
18,18,5_J.v1.l1.ds0.l_combo4.ds_combo1.idays60.odays1,12,14
19,19,5_J.v1.l1.ds0.l_combo4.ds_combo1.idays60.odays7,12,14
20,20,5_J.v1.l1.ds0.l_combo5.ds_combo1.idays30.odays1,12,14
21,21,5_J.v1.l1.ds0.l_combo5.ds_combo1.idays30.odays7,12,14
22,22,5_J.v1.l1.ds0.l_combo5.ds_combo1.idays60.odays1,12,14
23,23,5_J.v1.l1.ds0.l_combo5.ds_combo1.idays60.odays7,12,14
24,24,5_J.v1.l1.ds0.l_combo6.ds_combo1.idays30.odays1,5,6
25,25,5_J.v1.l1.ds0.l_combo6.ds_combo1.idays30.odays7,5,6
26,26,5_J.v1.l1.ds0.l_combo6.ds_combo1.idays60.odays1,5,6
27,27,5_J.v1.l1.ds0.l_combo6.ds_combo1.idays60.odays7,5,6
28,28,5_J.v1.l1.ds0.l_combo7.ds_combo1.idays30.odays1,12,14
29,29,5_J.v1.l1.ds0.l_combo7.ds_combo1.idays30.odays7,12,14
30,30,5_J.v1.l1.ds0.l_combo7.ds_combo1.idays60.odays1,12,14
31,31,5_J.v1.l1.ds0.l_combo7.ds_combo1.idays60.odays7,12,14
32,32,5_J.v1.l1.ds0.l_combo8.ds_combo1.idays30.odays1,12,14
33,33,5_J.v1.l1.ds0.l_combo8.ds_combo1.idays30.odays7,12,14
34,34,5_J.v1.l1.ds0.l_combo8.ds_combo1.idays60.odays1,12,14
35,35,5_J.v1.l1.ds0.l_combo8.ds_combo1.idays60.odays7,12,14
36,36,5_J.v1.l1.ds0.l_combo9.ds_combo1.idays30.odays1,9,10
37,37,5_J.v1.l1.ds0.l_combo9.ds_combo1.idays30.odays7,9,10
38,38,5_J.v1.l1.ds0.l_combo9.ds_combo1.idays60.odays1,9,10
39,39,5_J.v1.l1.ds0.l_combo9.ds_combo1.idays60.odays7,9,10
40,40,5_J.v1.l1.ds0.l_combo10.ds_combo1.idays30.odays1,9,10
41,41,5_J.v1.l1.ds0.l_combo10.ds_combo1.idays30.odays7,9,10
42,42,5_J.v1.l1.ds0.l_combo10.ds_combo1.idays60.odays1,9,10
43,43,5_J.v1.l1.ds0.l_combo10.ds_combo1.idays60.odays7,9,10
44,44,5_J.v1.l1.ds0.l_combo11.ds_combo1.idays30.odays1,12,14
45,45,5_J.v1.l1.ds0.l_combo11.ds_combo1.idays30.odays7,12,14
46,46,5_J.v1.l1.ds0.l_combo11.ds_combo1.idays60.odays1,12,14
47,47,5_J.v1.l1.ds0.l_combo11.ds_combo1.idays60.odays7,12,14
48,48,5_J.v1.l1.ds0.l_combo12.ds_combo1.idays30.odays1,12,14
49,49,5_J.v1.l1.ds0.l_combo12.ds_combo1.idays30.odays7,12,14
50,50,5_J.v1.l1.ds0.l_combo12.ds_combo1.idays60.odays1,12,14
51,51,5_J.v1.l1.ds0.l_combo12.ds_combo1.idays60.odays7,12,14
52,52,5_J.v1.l1.ds0.l_combo13.ds_combo1.idays30.odays1,12,14
53,53,5_J.v1.l1.ds0.l_combo13.ds_combo1.idays30.odays7,12,14
54,54,5_J.v1.l1.ds0.l_combo13.ds_combo1.idays60.odays1,12,14
55,55,5_J.v1.l1.ds0.l_combo13.ds_combo1.idays60.odays7,12,14
56,56,5_J.v1.l1.ds0.l_combo14.ds_combo1.idays30.odays1,12,14
57,57,5_J.v1.l1.ds0.l_combo14.ds_combo1.idays30.odays7,12,14
58,58,5_J.v1.l1.ds0.l_combo14.ds_combo1.idays60.odays1,12,14
59,59,5_J.v1.l1.ds0.l_combo14.ds_combo1.idays60.odays7,12,14
0,0,5_M.v1.l1.ds0.l_combo0.ds_combo1.idays30.odays1,10,14
1,1,5_M.v1.l1.ds0.l_combo0.ds_combo1.idays30.odays7,10,14
2,2,5_M.v1.l1.ds0.l_combo0.ds_combo1.idays60.odays1,10,14
3,3,5_M.v1.l1.ds0.l_combo0.ds_combo1.idays60.odays7,10,14
4,4,5_M.v1.l1.ds0.l_combo1.ds_combo1.idays30.odays1,10,14
5,5,5_M.v1.l1.ds0.l_combo1.ds_combo1.idays30.odays7,10,14
6,6,5_M.v1.l1.ds0.l_combo1.ds_combo1.idays60.odays1,10,14
7,7,5_M.v1.l1.ds0.l_combo1.ds_combo1.idays60.odays7,10,14
8,8,5_M.v1.l1.ds0.l_combo2.ds_combo1.idays30.odays1,10,14
9,9,5_M.v1.l1.ds0.l_combo2.ds_combo1.idays30.odays7,10,14
10,10,5_M.v1.l1.ds0.l_combo2.ds_combo1.idays60.odays1,10,14
11,11,5_M.v1.l1.ds0.l_combo2.ds_combo1.idays60.odays7,10,14
12,12,5_M.v1.l1.ds0.l_combo3.ds_combo1.idays30.odays1,10,14
13,13,5_M.v1.l1.ds0.l_combo3.ds_combo1.idays30.odays7,10,14
14,14,5_M.v1.l1.ds0.l_combo3.ds_combo1.idays60.odays1,10,14
15,15,5_M.v1.l1.ds0.l_combo3.ds_combo1.idays60.odays7,10,14
16,16,5_M.v1.l1.ds0.l_combo4.ds_combo1.idays30.odays1,10,14
17,17,5_M.v1.l1.ds0.l_combo4.ds_combo1.idays30.odays7,10,14
18,18,5_M.v1.l1.ds0.l_combo4.ds_combo1.idays60.odays1,10,14
19,19,5_M.v1.l1.ds0.l_combo4.ds_combo1.idays60.odays7,10,14
20,20,5_M.v1.l1.ds0.l_combo5.ds_combo1.idays30.odays1,10,14
21,21,5_M.v1.l1.ds0.l_combo5.ds_combo1.idays30.odays7,10,14
